target,proba
0.0,0.49049313152756324
1.0,0.7060298338679152
1.0,0.6255709495164739
0.0,0.7070288128136266
1.0,0.6934365954850421
1.0,0.713543496110074
1.0,0.6050323242307298
1.0,0.7748956254238238
1.0,0.7275223218174177
1.0,0.8643776622200989
1.0,0.46289996453680016
0.0,0.36584150384369823
0.0,0.3546334014774729
1.0,0.6682932147354903
1.0,0.7173331186918686
1.0,0.8696689698581447
1.0,0.6956178541856298
1.0,0.4403964189608404
0.0,0.5570983230087754
1.0,0.6221368663318306
1.0,0.7509967783927359
1.0,0.7569494054094118
0.0,0.5350352359461
1.0,0.773383924611115
0.0,0.7847006368042962
1.0,0.6729707709150757
1.0,0.6724958418946239
1.0,0.8729851092683815
0.0,0.4788861764376623
1.0,0.6877477814133007
1.0,0.8404850900025765
0.0,0.3553222959240065
0.0,0.5756376179739907
1.0,0.4591733633745817
0.0,0.6321551192494737
0.0,0.3563250920845775
0.0,0.6399845737951412
0.0,0.5661556279890461
1.0,0.5046738662996051
1.0,0.8257091548026557
1.0,0.7561511865388857
1.0,0.8269312289293336
1.0,0.7684487445485996
1.0,0.7242558687640736
0.0,0.6399344485556141
1.0,0.7594496879370761
1.0,0.8326493586392881
0.0,0.6483764394755863
1.0,0.5445438840945708
0.0,0.5556567900277068
0.0,0.7690927814235307
0.0,0.623287340831685
1.0,0.7570994707029138
1.0,0.8603587175884349
1.0,0.7339572399401815
1.0,0.5129225678880452
1.0,0.5852415080358317
1.0,0.659137451667513
1.0,0.6445491625530647
1.0,0.875528912258014
1.0,0.6328422084273622
1.0,0.8623598222843728
0.0,0.4078905945028723
0.0,0.5570983230087754
1.0,0.4723167778264562
1.0,0.6271993878142955
0.0,0.30971214513451023
0.0,0.8556881029160056
1.0,0.7234925247754043
1.0,0.5152900515285622
0.0,0.7116674890267592
0.0,0.8410196934577624
0.0,0.3576632009886241
1.0,0.6646259062570568
1.0,0.620375520513866
1.0,0.7504219653887295
0.0,0.48078814864240654
0.0,0.4162525436001067
1.0,0.8721809849389235
1.0,0.8604824714636786
1.0,0.4909894822048277
0.0,0.3221378670082622
1.0,0.6856968414597134
0.0,0.7273141476549773
0.0,0.6626069580952555
1.0,0.6698932582438538
0.0,0.43901664812491126
1.0,0.7741514496075659
1.0,0.6101602989173109
1.0,0.524086954035767
1.0,0.5653294334035467
1.0,0.8812977301427785
1.0,0.47415467136990624
0.0,0.4998489457809918
1.0,0.7552635553590326
1.0,0.4415253171726571
1.0,0.5121163361652957
1.0,0.6744040170116891
1.0,0.6965106740067445
0.0,0.44481983326128416
0.0,0.6414234585592157
1.0,0.7703364935081968
1.0,0.8662875181171806
1.0,0.7234925247754043
0.0,0.5193170000220191
1.0,0.562034293572909
1.0,0.8662855135309506
0.0,0.21371148579175084
1.0,0.3979052447164617
1.0,0.7234925247754043
1.0,0.852570129981716
1.0,0.6764403556355766
1.0,0.6064010881119872
1.0,0.5088333357592811
1.0,0.5619158460684519
0.0,0.7569433742706141
0.0,0.5870081085889508
1.0,0.8148264153146523
1.0,0.7660320966445232
1.0,0.6747779281949972
0.0,0.6611846484695085
1.0,0.8487315271230805
0.0,0.760769369726878
0.0,0.5140361843811605
0.0,0.48729096611985206
1.0,0.7650483049955333
1.0,0.6990711345687524
1.0,0.8237360157221811
1.0,0.7129195340723312
1.0,0.600030074802371
1.0,0.6765574447792716
1.0,0.7369078469534156
1.0,0.5075815228717339
1.0,0.4826174392230474
1.0,0.48078534025689396
0.0,0.7208995159686152
1.0,0.8639301669195278
1.0,0.5265024841856816
1.0,0.7747791038082373
0.0,0.4342614237556919
1.0,0.8011845506829571
1.0,0.4310933767512845
0.0,0.6726284721179061
1.0,0.675732107634335
0.0,0.7419828122421014
0.0,0.352847282985976
1.0,0.7634921290572968
1.0,0.7235566213500189
1.0,0.7436718509845581
1.0,0.576586649726513
0.0,0.4783367046235903
0.0,0.6028842112105851
1.0,0.33505601486780795
0.0,0.38413178416607396
1.0,0.6498349642066535
1.0,0.6423232111947925
1.0,0.7790166768889487
1.0,0.8947003813680233
1.0,0.8604522931235813
1.0,0.8013287800183745
1.0,0.569882726501051
1.0,0.7157536248986488
0.0,0.3269065305806864
0.0,0.36643620304602686
1.0,0.8736056785055464
1.0,0.689484933258781
1.0,0.4508077165485729
1.0,0.5896427828174623
1.0,0.8274657376173158
1.0,0.46625553706587525
0.0,0.4607804218378967
0.0,0.5392736438495845
0.0,0.4958384851161513
1.0,0.5825506175462889
0.0,0.7422309137171231
1.0,0.6222693246571518
1.0,0.5165533236056433
1.0,0.5757013944856537
0.0,0.4931138863650842
1.0,0.6974103904834368
1.0,0.6597894057104721
1.0,0.5717531625441269
0.0,0.41928485651989233
0.0,0.6222693246571518
0.0,0.2574874801327285
0.0,0.49496231037093064
0.0,0.5087812404652139
0.0,0.47432866145985236
0.0,0.6038825686415683
1.0,0.8324478545759237
1.0,0.8511104615394744
1.0,0.8806664593827478
0.0,0.49170014293738973
1.0,0.6747779281949972
1.0,0.8567803750273741
0.0,0.30596743468104576
0.0,0.5717531625441269
1.0,0.8777373742689726
1.0,0.8413248915977052
0.0,0.28955586662220706
1.0,0.7769005731340927
1.0,0.5452999420221285
1.0,0.6173452561645608
0.0,0.3310935459761606
1.0,0.6032487771440788
1.0,0.6963961654723565
1.0,0.6784553632045343
1.0,0.7666138296996602
0.0,0.2913929781010505
1.0,0.8492828872633559
0.0,0.528554806212251
1.0,0.6831382483825599
1.0,0.6995869855900051
0.0,0.5223296128544057
1.0,0.8779135850413347
0.0,0.5032330782182828
0.0,0.5291662599330047
1.0,0.745639826644106
0.0,0.48685763625529327
1.0,0.8886657211064954
0.0,0.48837919414134195
0.0,0.5159886072487536
1.0,0.5171140292599878
1.0,0.8659030222701284
1.0,0.5507580174973371
0.0,0.5114618121464244
1.0,0.6995305594093717
0.0,0.5496603875558856
1.0,0.7056105937427772
1.0,0.8212710182874543
1.0,0.6202991581954429
1.0,0.8838664474459266
1.0,0.7234925247754043
1.0,0.5221499934898588
1.0,0.4413541937169908
0.0,0.48792343681956274
1.0,0.5910669059335785
0.0,0.6863500306759656
0.0,0.5852885146241479
1.0,0.6867723601768876
1.0,0.6768896352405285
0.0,0.5064525760152279
0.0,0.5695893353974223
0.0,0.5750455354349097
0.0,0.3968323031805104
0.0,0.7683679377982754
0.0,0.7074282510399661
1.0,0.7445511716972198
0.0,0.6838054576927978
0.0,0.4287169360001746
1.0,0.7331356531947124
1.0,0.6000795417422289
1.0,0.799224667531197
1.0,0.8388644361277344
0.0,0.4143476866862049
1.0,0.7155944314165474
1.0,0.7025697407857118
1.0,0.7668520233489788
1.0,0.8318460401917828
1.0,0.8820090339060843
1.0,0.6477584211916583
1.0,0.7085922622715741
0.0,0.49952607531292414
0.0,0.611077099217161
0.0,0.5720615400745354
1.0,0.2776113574577015
1.0,0.8510832977130102
1.0,0.5825816526615161
0.0,0.5130735776272356
1.0,0.8548452345818782
0.0,0.8021096239450152
0.0,0.46625553706587525
0.0,0.7812326231770077
1.0,0.42443762069491264
1.0,0.6291216177515658
0.0,0.4235204178598764
1.0,0.6939912133314403
1.0,0.6523873881172512
1.0,0.6581150962486402
0.0,0.5126010345160986
1.0,0.6644698664815039
0.0,0.3763032628116716
0.0,0.6118876370058015
0.0,0.5349474150015867
1.0,0.5524484168518635
1.0,0.6978430478768707
1.0,0.6381462130559507
1.0,0.7736715053885904
0.0,0.6481312723928412
0.0,0.5498483408270319
1.0,0.8625174156563024
1.0,0.6447974684661353
1.0,0.8644053574510573
1.0,0.7145315757161781
1.0,0.3329436573693625
1.0,0.4891608448877245
1.0,0.7462641191424386
1.0,0.8582989224662161
1.0,0.5187666349642931
0.0,0.6820913333962653
1.0,0.7635830174357617
1.0,0.5949508321357735
0.0,0.43787797700845826
1.0,0.6623774747237671
0.0,0.6594738710546237
1.0,0.8031765138640804
1.0,0.504759429691598
0.0,0.45643156436754184
1.0,0.7448681817033209
1.0,0.8665233252976063
0.0,0.7125746296011108
1.0,0.39184530400648826
0.0,0.4626098867964424
1.0,0.7176884148964464
0.0,0.6832747762030479
0.0,0.5980926009151577
0.0,0.4129253114562742
1.0,0.8959547247688735
1.0,0.5938619847468692
0.0,0.42506561142109045
1.0,0.8568641045061793
0.0,0.5268871816640143
0.0,0.5674837202050032
0.0,0.618563389317112
1.0,0.4910857771282151
1.0,0.8556874950999277
1.0,0.693673686473612
1.0,0.7838670544272636
0.0,0.42962105842074355
0.0,0.6462249832662984
1.0,0.7715931642453349
1.0,0.6668064704813181
0.0,0.46273149534165414
1.0,0.8441799482573772
1.0,0.5623720737077536
1.0,0.8568563710880167
0.0,0.4995997637644102
0.0,0.45207794829875164
0.0,0.5569944020797684
1.0,0.8507328940833101
1.0,0.7888827822753407
0.0,0.5604190156175515
0.0,0.4670684862699663
1.0,0.38908004527856016
1.0,0.8773851630591202
0.0,0.3688001382082954
1.0,0.6708817058666535
0.0,0.6668594086231087
1.0,0.8419786571686144
1.0,0.6994096805226787
0.0,0.502595338517138
1.0,0.8192711825869203
0.0,0.41443197474570936
1.0,0.8977405312130781
0.0,0.7440375233901498
0.0,0.598470338344683
1.0,0.7625908330129896
1.0,0.7866056350491896
1.0,0.5243151527413835
1.0,0.5936324270979974
0.0,0.7149184023105988
1.0,0.2940308712774739
0.0,0.5044394369971239
1.0,0.7982406436711244
1.0,0.8564381415015174
1.0,0.6832426995287613
0.0,0.34611637206155516
1.0,0.737970137046397
1.0,0.6022977133729803
1.0,0.4887760929248803
0.0,0.6220585260920005
0.0,0.6131181416980344
1.0,0.8427660519470423
1.0,0.7137105904784633
1.0,0.6457845153315013
1.0,0.6369260830077584
1.0,0.49903721331649936
1.0,0.6124402089224431
0.0,0.4220343430584265
0.0,0.4589962095703359
0.0,0.537947000739003
0.0,0.7552635553590326
1.0,0.5533071908267212
0.0,0.522107560826979
1.0,0.8361217657634603
0.0,0.3593124324864528
1.0,0.5395789915738619
0.0,0.6178189269464215
1.0,0.7481991974246374
1.0,0.7745924123107518
1.0,0.749177451862713
1.0,0.744252267017578
1.0,0.46607932876521135
0.0,0.562591004618548
0.0,0.45233512655249203
1.0,0.6717418480763513
0.0,0.6736082642232228
1.0,0.8469808508324324
0.0,0.5858336414223418
1.0,0.8458534682204306
1.0,0.4920091430861441
1.0,0.7715937914005434
1.0,0.6442673003455394
1.0,0.6819120305469585
1.0,0.8917598291597723
0.0,0.7113450240553278
1.0,0.8506865257763672
0.0,0.5090804043411998
1.0,0.816757940292682
1.0,0.5900708194841349
1.0,0.8418369518353193
1.0,0.8456886286029257
1.0,0.4908144249691434
1.0,0.6618991559926866
0.0,0.5274969606926385
1.0,0.7184917908385494
1.0,0.5839835337636616
1.0,0.454334422614099
0.0,0.38581845015532695
1.0,0.5308511337265656
0.0,0.5137848510569628
1.0,0.7652750146050861
1.0,0.8188840600205431
1.0,0.8279125229687029
1.0,0.8101204621442059
1.0,0.8369022182337226
0.0,0.29333388946673855
1.0,0.8180303570532825
1.0,0.565411519804134
1.0,0.902433885578589
1.0,0.6315779342301121
1.0,0.8367176713862263
1.0,0.6592270601661957
0.0,0.5705731601131656
1.0,0.5796828551420243
1.0,0.6712090069526534
0.0,0.5716770793388478
0.0,0.4696361630251118
1.0,0.7792755938673973
0.0,0.7414849357705452
0.0,0.6112394416538721
1.0,0.6405419208280169
1.0,0.8407763321208511
1.0,0.8458534682204306
0.0,0.7080968731989712
0.0,0.6239605923530596
1.0,0.439364281423639
1.0,0.8621620426745636
1.0,0.6575699926176294
0.0,0.560525582153959
1.0,0.5556532462484525
0.0,0.7968560822924564
0.0,0.4676572838394721
1.0,0.5162519081170025
0.0,0.6422224082561687
1.0,0.8914808034550349
1.0,0.7843911445834287
1.0,0.6091051618372524
1.0,0.5804510266084734
1.0,0.795245753119027
0.0,0.5619695605410963
1.0,0.5753582954280463
1.0,0.7404861081533813
1.0,0.7232110008727005
0.0,0.24989557162684423
0.0,0.35292134356581
0.0,0.49551993235960357
1.0,0.569195246387726
1.0,0.7660328017628673
0.0,0.6089035384851115
0.0,0.5772564706350458
0.0,0.5619927091147227
0.0,0.5030116921335395
0.0,0.720652162463413
0.0,0.40109867688077955
1.0,0.6625195702405712
1.0,0.6977779206244968
1.0,0.745639826644106
1.0,0.7605010838792191
0.0,0.7346587774978973
1.0,0.7552163053540459
1.0,0.5636839738993498
1.0,0.8426058824115198
0.0,0.516102239676094
1.0,0.6666990420188642
0.0,0.646426393579621
0.0,0.31133064471430044
1.0,0.35612008440812404
1.0,0.872790446742297
1.0,0.629529347213822
1.0,0.4926147153644666
1.0,0.8321780701550678
0.0,0.4335436152323564
1.0,0.7905220806517905
1.0,0.7287983786159229
0.0,0.5147185862234585
1.0,0.8902316288068753
1.0,0.6995305594093717
1.0,0.7511361019511066
0.0,0.6234146574898325
0.0,0.5605758107247183
0.0,0.5010923816933731
1.0,0.696099468366448
1.0,0.4089906395269492
1.0,0.6152295167921704
1.0,0.6771197168448077
1.0,0.41597689200134375
0.0,0.6390959973312818
1.0,0.3951121124782271
0.0,0.39641839265796036
0.0,0.38229779823884497
0.0,0.36871704106190756
1.0,0.6180674007674305
1.0,0.26368555663673426
1.0,0.718037759416672
1.0,0.5132906942976022
1.0,0.6745291644244041
1.0,0.8422756202183478
1.0,0.6749458205841091
1.0,0.3089284187178937
